"output_yield","planted_area","harvested_area","production_ton","yield_ha_area","sale_price","fertilizer_use","cost","Temp","RainDay","Rainfall"
408,415305,397288,169371,426,6615.87,34.68,2429.37,15,7,3
412,372481,349938,153384,438,6615.87,39.29,2429.37,3,17,8
397,77925,75634,30906,409,6615.87,31.83,2429.37,25,6,10
331,198131,189687,65551,346,6615.87,25.59,2429.37,14,11,6
360,64209,62871,23127,368,6615.87,24.94,2429.37,16,10,1
381,108790,104877,41497,396,6615.87,19.85,2429.37,7,9,1
551,271824,264946,149887,566,6149.33,22.69,2275.62,24,12,5
524,180311,172134,94500,549,6149.33,21.94,2275.62,6,9,9
535,27321,26377,14623,554,6149.33,23.03,2275.62,5,17,9
452,20300,19806,9181,464,6149.33,24.19,2275.62,30,4,8
502,173089,170547,86862,509,6149.33,17.54,2275.62,17,7,0
458,94940,89472,43514,486,6149.33,14.26,2275.62,6,9,10
432,189436,175733,81841,466,6027.75,19.27,2275.62,29,1,6
514,1091910,1010286,561216,556,6127.17,36.38,2275.62,24,15,5
451,758653,689396,342340,497,6118.42,28.35,2275.62,1,2,5
595,10931,10617,6503,613,6149.33,17.82,2275.62,4,7,6
504,3240,3183,1633,513,6149.33,18.35,2275.62,1,16,5
602,358760,336379,215973,642,5848.5,34.13,2275.62,14,5,5
464,1154019,984961,535927,544,6105.83,31.06,2275.62,30,1,6
502,1438950,1280465,722116,564,6158.25,34.14,2275.62,2,8,3
509,2333858,2113487,1187742,562,6246.08,37.3,2275.62,22,9,6
497,519127,480672,257890,537,6273.17,32.07,2275.62,22,11,1
524,970722,879109,508750,579,6101.92,19.59,2275.62,14,12,10
374,12506,11718,4681,399,6648.92,16.71,2126.78,15,8,10
292,170017,163287,49713,304,6648.92,16.9,2126.78,23,13,6
314,294417,286749,92343,322,6648.92,17.51,2126.78,21,8,6
316,122883,119351,38790,325,6648.92,13.59,2126.78,4,14,8
319,436332,426887,139062,326,6648.92,20.26,2126.78,20,7,5
268,327249,315463,87741,278,6648.92,15.45,2126.78,11,9,6
347,66296,64216,23008,358,6648.92,20.08,2126.78,13,11,6
299,494465,452163,148084,328,6648.92,18.44,2126.78,19,3,2
314,566948,553684,177822,321,6648.92,21.52,2126.78,25,14,9
305,1700194,1631541,517779,317,6636.75,21.25,2126.78,19,6,10
367,2031187,1968052,745995,379,6642.25,28.34,2126.78,23,0,6
370,2590311,2515046,959208,381,6640.58,33.16,2126.78,6,11,7
327,2546383,2395478,832158,347,6659.83,29.67,2126.78,3,14,2
309,510791,447257,157624,352,6648.92,24.55,2126.78,2,15,1
316,1635338,1544558,516228,334,6648.92,26.28,2126.78,15,6,10
359,298868,271322,107346,396,6648.92,25.09,2126.78,20,11,10
320,645772,607881,206465,340,6648.92,20.63,2126.78,27,6,2
281,682532,592538,191976,324,6578.33,20.52,2126.78,26,11,6
297,2652489,2382485,789006,331,6660.17,24.39,2126.78,18,16,10
508,380773,363600,193397,532,6429.42,49.34,2494.1,28,5,8
510,884470,826893,451017,545,6429.42,34.41,2494.1,25,12,5
600,390178,315508,234098,742,6429.42,56.99,2494.1,19,8,4
657,899672,824875,590756,716,6429.42,49.74,2494.1,17,10,10
665,1073679,988704,713706,722,6429.42,53.77,2494.1,17,17,5
442,352276,171801,155756,907,6429.42,46.12,2494.1,17,15,5
575,838679,736456,481974,654,6429.42,41.9,2494.1,19,3,3
764,102061,93456,77963,834,6429.42,57.34,2494.1,4,4,10
622,115997,98397,72177,734,6429.42,42.92,2494.1,29,9,7
706,306063,291604,216145,741,6429.42,60.09,2494.1,17,14,0
462,451025,418687,208543,498,6429.42,39.53,2494.1,13,11,10
368,743092,669981,273667,408,6429.42,28.81,2494.1,4,7,7
533,854761,809841,455759,563,6429.42,46.02,2494.1,24,2,4
339,763649,699487,258832,370,6429.42,22.48,2494.1,28,8,0
315,45369,39485,14276,362,6429.42,25.94,2494.1,26,5,9
367,38051,35845,13976,390,6429.42,30.85,2494.1,19,10,4
386,23599,22396,9121,407,6429.42,29.37,2494.1,2,4,9
423,126741,117047,53601,458,6429.42,18.53,2494.1,6,11,4
746,36876,35349,27498,778,6429.42,34.71,2494.1,30,8,6
641,20281,19303,13009,674,6429.42,52.66,2494.1,16,5,9
616,361212,345518,222566,644,6429.42,51.3,2494.1,3,4,0
504,366155,338254,184490,545,6429.42,36.72,2494.1,29,5,7
661,312243,298617,206294,691,6429.42,44.19,2494.1,15,8,1
576,2798,2714,1611,594,6429.42,43.6,2494.1,15,10,3
521,338557,331789,176408,532,6429.42,43.04,2494.1,24,12,10
430,56077,54246,24113,445,6429.42,30.39,2494.1,13,7,1
359,50235,47935,18043,376,6429.42,26.2,2495,7,10,10
297,3856,3649,1147,314,6429.42,14,2495,3,9,3
414,60163,55495,24896,449,6429.42,20.78,2495,1,10,1
312,8973,8772,2797,319,6429.42,24.63,2495,30,0,6
336,1312,1268,441,348,6429.42,25.15,2495,21,5,9
351,32951,31924,11569,362,6429.42,21.61,2495,21,16,8
337,61188,59091,20616,349,6429.42,27.57,2495,22,1,0
357,641782,580654,229214,395,6429.42,34.52,2495,14,7,8
436,413661,394715,180386,457,6429.42,33.28,2495,24,1,7
430,371631,356715,159801,448,6429.42,33.07,2495,19,17,7
373,78683,76554,29376,384,6429.42,31.84,2495,18,1,8
338,196698,187588,66470,354,6429.42,26.54,2495,7,3,7
353,65356,63248,23077,365,6429.42,24.85,2495,19,6,6
372,109139,106273,40636,382,6429.42,24.12,2495,3,6,7
524,257398,248663,134774,542,10211,23.61,2390.09,19,4,0
512,184595,178546,94520,529,10211,22.48,2390.09,10,3,5
533,23419,22945,12487,544,10211,23.65,2390.09,24,1,1
503,15792,15024,7948,529,10211,24.91,2390.09,25,9,4
497,174625,170163,86855,510,10211,24.04,2390.09,8,9,0
450,99393,96399,44762,464,10211,16.55,2390.09,16,5,1
429,188554,172468,80876,469,10001.58,19.69,2390.09,14,11,7
513,1090012,1014897,559317,551,10154.67,37.99,2390.09,8,4,7
478,747366,708358,357318,504,10153.58,29.55,2390.09,22,9,9
594,9631,9434,5721,606,10211,19.85,2390.09,6,2,9
510,2465,2365,1256,531,10211,18.7,2390.09,28,10,3
603,356884,343749,215133,626,8813.75,37.53,2390.09,5,15,0
523,1147104,1048520,599814,572,10153.58,31.99,2390.09,13,12,9
533,1354512,1244093,722596,581,10242.75,34.07,2390.09,21,15,9
517,2410974,2212283,1247086,564,10396.67,35.4,2390.09,28,7,9
499,515183,482706,257324,533,10576.33,36.42,2390.09,16,11,1
533,965076,882203,514757,583,10081.33,19.73,2390.09,16,1,6
368,14200,13064,5227,400,6986.8,16.01,2365.87,17,11,3
303,169598,160214,51378,321,6986.8,17.58,2365.87,7,4,4
317,293859,284898,93064,327,6986.8,17.01,2365.87,28,3,6
324,121192,118301,39237,332,6986.8,14.6,2365.87,7,2,0
328,411746,394725,134908,342,6986.8,20.19,2365.87,9,17,3
284,343687,328779,97776,297,6986.8,17.54,2365.87,0,17,4
335,69743,67764,23377,345,6986.8,20.12,2365.87,9,0,1
300,500831,462281,150405,325,6986.8,17.74,2365.87,22,10,9
322,571235,556469,183727,330,6986.8,22.66,2365.87,28,13,8
305,1706624,1605339,520245,324,6963.6,20.68,2365.87,26,0,7
368,2037387,1943167,749207,386,6967,27.2,2365.87,26,7,0
360,2657448,2550250,957181,375,6987.6,32.29,2365.87,12,12,2
323,2545825,2400683,823276,343,6995.8,30.1,2365.87,9,7,9
332,509713,460593,169454,368,6986.8,26.24,2365.87,1,10,2
322,1612767,1435910,519130,362,6986.8,27.6,2365.87,9,6,10
370,294074,272274,108715,399,6986.8,25.8,2365.87,8,7,6
345,573491,532232,198132,372,6986.8,21.54,2365.87,22,10,9
288,689408,633327,198793,314,7147,22.23,2365.87,11,9,8
299,2659793,2398715,794311,331,6995.8,24.67,2365.87,18,1,6
522,376956,361865,196893,544,10052.42,48.14,2701.08,13,9,3
531,887344,833964,470765,564,10067.5,37.67,2701.08,23,6,5
718,384658,359342,276320,769,6480.17,58.42,2701.08,4,4,3
721,862903,841773,621766,739,10100.17,52.24,2701.08,21,14,7
708,1060252,1002073,750907,749,10147.33,56.66,2701.08,30,16,4
649,351189,342136,227760,666,10066.42,52.92,2701.08,20,5,10
607,826453,806002,501495,622,10117.42,42.56,2701.08,8,0,2
771,102397,101550,78974,778,10099.83,55.18,2701.08,5,17,9
720,115499,112695,83108,737,10158.83,43.97,2701.08,20,8,3
722,303591,299475,219247,732,10137.58,60.35,2701.08,28,14,7
476,439670,412884,209331,507,9574.25,40.93,2701.08,3,9,1
372,735698,674227,273446,406,9515.44,30.01,2701.08,24,5,10
546,832470,769310,454132,590,9398.63,44.39,2701.08,29,6,6
298,755415,693318,225469,325,7703,20.43,2701.08,23,1,8
317,49639,46594,15724,337,7050,25.87,2701.08,3,14,0
403,37360,35721,15039,421,10158.83,29.31,2701.08,17,4,5
401,23486,22547,9418,418,6820.25,27.55,2701.08,13,14,2
434,125218,119245,54400,456,6742,18.9,2701.08,20,14,6
758,36644,35845,27777,775,7870.67,36.6,2701.08,9,0,7
645,18083,17854,11655,653,10158.83,54.47,2701.08,3,1,3
674,355058,340188,239303,703,10118.83,49.78,2701.08,18,9,2
525,350814,328469,184043,560,10158.83,31.98,2701.08,2,9,7
672,309499,300420,208070,693,10836,45.57,2701.08,2,11,4
641,2510,2415,1608,666,10158.83,43.03,2701.08,19,9,2
522,342507,326654,178893,548,10158.83,43.65,2701.08,24,16,7
421,55778,53716,23458,437,10158.83,33.06,2701.08,14,14,3
383,37887,34517,14528,421,6806,25.13,2392.73,11,11,3
308,4040,3948,1243,315,6806.33,14.6,2392.73,13,11,0
427,23594,22248,10075,453,6806.67,22.75,2392.73,0,15,10
327,9107,8947,2982,333,6807,25.37,2392.73,4,0,2
351,1308,1287,459,357,6807.33,27.52,2392.73,3,6,9
370,29904,29124,11054,380,6807.67,23.98,2392.73,23,17,8
351,61266,60144,21498,357,6808,27.32,2392.73,22,12,3
388,626984,569537,242966,427,6808.33,33.33,2392.73,0,13,3
454,406721,388886,184593,475,6833.33,34.22,2392.73,1,10,6
436,371843,349969,162090,463,6783.33,34.55,2392.73,3,16,5
387,79674,77841,30820,396,6807.33,32.26,2392.73,18,14,1
347,193851,183887,67202,365,6807.67,25.48,2392.73,27,13,3
369,62918,60510,23226,384,6808,24.13,2392.73,23,14,6
384,106227,100265,40741,406,6808.33,21.31,2392.73,30,3,1
528,268656,262738,141903,540,9775.33,21.89,3616.73,8,11,0
507,190118,178546,96334,540,9775.33,20.54,3616.73,5,6,7
541,32352,30846,17516,568,9775.33,22.57,3616.73,12,0,7
532,21950,21254,11683,550,9775.33,21.94,3616.73,1,1,10
501,178949,175356,89693,511,9775.33,23.5,3616.73,11,9,10
456,101637,97575,46386,475,9775.33,14.27,3616.73,4,17,2
441,204986,199069,90383,454,9546.67,21.47,3616.73,6,14,3
515,1075570,1021732,553812,542,9671.5,39.94,3616.73,26,1,2
487,727896,690252,354776,514,9648.17,35.81,3616.73,10,16,10
596,11910,11286,7097,629,9775.33,20.52,3616.73,7,1,9
537,2557,2453,1372,559,9775.33,19.71,3616.73,23,13,0
612,365895,360428,223918,621,8813.75,40.27,3616.73,16,17,9
528,1067016,995247,563703,566,9779.92,36.81,3616.73,26,15,1
547,1271928,1241256,696241,561,9688.17,36.29,3616.73,19,4,8
526,2406291,2217158,1265499,571,9985.42,37.56,3616.73,5,4,2
503,557135,540256,280074,518,10122.83,31.5,3616.73,28,14,0
536,975062,955331,522717,547,9570,16.32,3616.73,29,16,7
381,3748,3448,1429,414,9758.11,16.29,3461.73,16,8,10
305,171642,160145,52348,327,9758.11,15.62,3461.73,8,7,4
308,301449,292257,92793,318,9758.11,14.63,3461.73,18,8,5
305,134980,130760,41173,315,9758.11,15.98,3461.73,16,5,3
323,430269,420482,139111,331,9758.11,17.36,3461.73,9,17,2
287,347016,328964,99673,303,9758.11,14.8,3461.73,13,10,8
331,66326,62147,21937,353,9758.11,16.14,3461.73,22,4,10
295,506045,464720,149320,321,9758.11,17.6,3461.73,19,5,8
311,574122,551842,178319,323,9758.11,17.92,3461.73,22,14,2
298,1742408,1636985,518491,317,9758.11,18.51,3461.73,7,6,0
359,2081458,1977525,746831,378,9758.11,28.11,3461.73,22,6,7
354,2684597,2540922,950209,374,9758.11,30.65,3461.73,18,17,7
323,2551892,2395744,823145,344,9758.11,29.55,3461.73,24,6,7
321,521448,466583,167188,358,9758.11,23.24,3461.73,1,5,6
317,1652106,1472688,523331,355,9758.11,23.52,3461.73,28,2,4
350,320146,289562,112079,387,9758.11,26.88,3461.73,27,13,9
320,595358,557526,190790,342,9758.11,20.12,3461.73,0,4,5
282,714177,659856,201448,305,9758.11,19.64,3461.73,2,7,6
291,2688602,2488697,782685,314,9758.11,23.66,3461.73,27,13,10
535,375157,366175,200883,549,9570.42,48.27,4221.88,6,15,4
515,880351,817392,453637,555,9561.08,38.13,4221.88,7,9,8
715,386274,372567,276228,741,9563.17,42.11,4221.88,10,12,1
691,880702,863028,608440,705,9572.5,54.27,4221.88,3,6,9
730,1064603,1042297,777151,746,9610.08,49.36,4221.88,30,6,5
704,351927,345855,247796,716,9561.08,53.62,4221.88,15,0,2
633,827899,816866,524210,642,9604.33,43.92,4221.88,10,16,1
775,101848,101448,78929,778,9610.08,58.04,4221.88,24,12,2
745,115109,113984,85772,752,9424.5,46.54,4221.88,28,9,4
752,304546,302417,229122,758,9604.33,57.34,4221.88,1,7,8
480,442329,439254,212312,483,10105.4,37.8,4221.88,2,6,9
366,738827,669024,270390,404,10784.17,32.4,4221.88,6,1,0
549,842494,791313,462893,585,10096.33,43.73,4221.88,8,1,7
309,756261,727703,233439,321,10777.27,22.31,4221.88,12,1,8
321,50412,49320,16202,329,9859,20.91,4221.88,24,10,1
386,37185,36185,14341,396,9786.58,27.83,4221.88,13,9,2
379,23471,22989,8888,387,9826.36,27.78,4221.88,28,4,4
404,125651,119814,50805,424,10441.7,24.05,4221.88,7,13,2
738,35928,33605,26522,789,10240.8,42.36,4221.88,22,14,9
639,14774,14374,9447,657,9786.58,41.15,4221.88,30,11,1
698,344914,341905,240609,704,9594.75,56.6,4221.88,12,17,4
529,351795,339970,186109,547,9786.58,38.18,4221.88,11,1,1
673,310372,301237,208989,694,9786.58,42.11,4221.88,9,17,4
658,1269,1187,835,703,9786.58,41.77,4221.88,27,3,7
552,335785,327425,185260,566,9786.58,47.79,4221.88,0,11,0
426,55866,54727,23798,435,9786.58,28.85,4221.88,8,11,5
380,31261,29480,11872,403,9758.11,22.81,3627.03,14,6,5
306,3988,3797,1222,322,10202.14,15.05,3627.03,13,4,9
432,23032,22014,9940,452,9758.11,27.83,3627.03,16,10,4
331,9053,8794,3001,341,9758.11,19.99,3627.03,25,7,1
340,917,902,312,346,9758.11,25.08,3627.03,19,13,4
358,21101,20147,7564,375,9758.11,18.1,3627.03,20,13,5
350,43228,42014,15129,360,9758.11,23.46,3627.03,30,5,0
370,618358,558474,228839,410,9758.11,35.35,3627.03,26,3,10
447,362492,342596,162130,473,9758.11,32.47,3627.03,7,8,2
447,372017,339475,166457,490,9758.11,34.87,3627.03,2,2,5
384,79311,76486,30439,398,9758.11,32.9,3627.03,9,5,1
342,194714,190042,66533,350,9758.11,23.62,3627.03,8,4,4
355,60492,59147,21464,363,9758.11,20.13,3627.03,10,10,6
367,103349,97549,37955,389,9758.11,17.18,3627.03,19,0,9
535,269114,261021,144036,552,8339,24.77,3580.08,25,7,9
535,178206,173863,95380,549,8339,19.85,3580.08,14,16,4
518,31734,31042,16439,530,8339,21.99,3580.08,1,0,2
519,18159,16941,9426,556,8339,21.78,3580.08,16,15,5
499,172224,168714,85905,509,8339,25.98,3580.08,24,7,8
451,95644,92575,43159,466,8339,13.74,3580.08,17,16,8
432,205023,196679,88575,450,8203.5,22.51,3580.08,14,9,6
496,1093487,975857,542113,556,8308.75,41.45,3580.08,12,6,3
471,765151,722309,360755,499,8275.83,36.12,3580.08,26,17,2
587,11229,10822,6590,609,8577.92,18.59,3580.08,2,2,6
522,2727,2584,1424,551,8577.92,20.48,3580.08,18,17,0
611,377992,368274,230993,627,8582.09,42.42,3580.08,6,2,2
508,1119315,1011296,568507,562,8277,34.52,3580.08,5,15,10
509,1357462,1257765,690836,549,8331.5,36.21,3580.08,1,13,0
504,2414473,2189978,1216554,556,8450.75,38.96,3580.08,30,7,10
496,545295,515970,270338,524,8593.58,36.24,3580.08,19,11,8
529,984781,954437,521099,546,8185.58,22.68,3580.08,13,11,2
386,10968,10737,4239,395,8618.83,15.95,3444.79,27,9,0
276,177128,173171,48925,283,8618.83,17.7,3444.79,9,1,10
303,301655,292851,91256,312,8618.83,14.94,3444.79,7,12,9
306,147546,137809,45083,327,8618.83,20.1,3444.79,27,14,5
320,439503,427006,140517,329,8618.83,16.68,3444.79,17,0,0
289,383302,352667,110914,315,8618.83,16.35,3444.79,24,1,3
335,73377,67530,24574,364,8618.83,17.24,3444.79,17,0,10
297,529709,489083,157566,322,8618.83,19.53,3444.79,30,8,0
316,560989,541230,177088,327,8618.83,18.7,3444.79,19,3,9
306,1886341,1795319,576377,321,8618.83,22.89,3444.79,15,0,2
372,2346780,2246120,873775,389,8618.83,27.94,3444.79,12,10,8
360,2922997,2833545,1052829,372,8618.83,33.97,3444.79,18,14,5
325,2512516,2418556,816006,337,8618.83,32.16,3444.79,17,14,4
324,518772,485111,167960,346,8618.83,24.02,3444.79,3,14,6
326,1749544,1670166,569981,341,8618.83,24.71,3444.79,27,12,1
358,314486,293368,112638,384,8618.83,25.58,3444.79,16,1,5
322,614236,580167,197625,341,8618.83,18.98,3444.79,8,10,0
286,761808,701442,218128,311,8618.83,20.64,3444.79,13,11,4
287,2771487,2680128,796362,297,8618.83,26.93,3444.79,17,6,7
539,382012,371725,206007,554,8776.25,48.33,4041.91,8,10,9
532,889443,850784,473351,556,8793,42.7,4041.91,18,6,4
692,387135,371721,267915,721,8752.92,45.84,4041.91,2,16,8
688,786982,755331,541444,717,8682.55,52.87,4041.91,7,17,7
719,1159678,1097471,834231,760,8832.75,56.33,4041.91,5,0,10
677,323944,313806,219269,699,8755.17,57.48,4041.91,27,9,3
647,861212,829455,556788,671,8831.09,45.08,4041.91,22,3,8
779,101127,99936,78784,788,8768.67,55.7,4041.91,20,6,7
748,115380,114756,86269,752,8798.25,53.37,4041.91,14,15,9
757,305427,304965,231147,758,8762.25,53.1,4041.91,0,7,10
492,429568,421705,211226,501,8841.17,44.16,4041.91,9,16,9
410,568389,546056,232906,427,8523.92,39.1,4041.91,26,6,2
543,696507,680842,378424,556,8844.58,45.67,4041.91,12,13,8
318,717321,656063,227889,347,8938.17,22.14,4041.91,9,1,8
320,24102,23466,7706,328,8766.58,24.98,4041.91,27,1,1
391,21752,21558,8495,394,8766.58,27.81,4041.91,30,6,8
380,23545,22761,8957,394,8397.58,31.94,4041.91,6,14,2
399,95779,92770,38181,412,8590,28.98,4041.91,29,17,3
738,34073,33986,25131,739,8675.08,46.96,4041.91,8,14,1
641,14325,14275,9189,644,8766.58,38.46,4041.91,4,15,0
699,337379,336472,235872,701,8862.17,47.65,4041.91,29,8,7
532,350119,339247,186330,549,9734,42.67,4041.91,15,10,5
675,314539,303647,212266,699,9734,42.59,4041.91,13,2,5
665,2108,2070,1401,677,9734,39.85,4041.91,23,15,2
553,334210,325987,184964,567,8766.58,48.46,4041.91,5,15,1
423,55146,53535,23322,436,8766.58,31.15,4041.91,3,0,9
380,7545,7194,2870,399,8786.14,27.57,3569.74,3,13,6
311,2165,2050,673,328,8801.86,14.78,3569.74,19,10,6
434,15680,15371,6806,443,8786.14,30.48,3569.74,17,12,2
335,3052,2973,1022,344,8786.14,18.02,3569.74,0,14,0
352,128,126,45,357,8786.14,23.44,3569.74,3,8,5
354,5566,5211,1971,378,8786.14,17.07,3569.74,17,11,4
352,19641,19233,6915,360,8786.14,22.71,3569.74,1,15,7
373,398412,370512,148744,401,9009.6,32.28,3569.74,23,1,0
446,190472,181675,84986,468,8933.57,38.12,3569.74,16,5,7
448,277217,257550,124252,482,8933.57,36.16,3569.74,9,16,3
389,49356,47834,19176,401,8786.14,31.02,3569.74,19,2,7
363,136468,135126,49568,367,8786.14,21.44,3569.74,0,12,8
368,54144,53115,19940,375,8786.14,21.42,3569.74,16,7,0
371,82053,79491,30467,383,8786.14,16.64,3569.74,12,8,9
538,284399,277525,153007,551,8420.92,24.38,3876.31,3,17,9
540,195650,191107,105651,553,8420.92,23,3876.31,15,3,5
529,33237,32851,17582,535,8420.92,22.64,3876.31,22,14,3
509,16654,16375,8477,518,8420.92,19.91,3876.31,1,11,7
545,157146,153590,85645,558,8420.92,24.37,3876.31,10,0,9
502,77530,75186,38920,518,8420.92,14.76,3876.31,7,11,4
445,225678,216021,100427,465,8244.75,16.96,3876.31,25,15,8
508,1210562,1135082,614965,542,8297,40.9,3876.31,23,9,6
481,1052901,979208,506445,517,8266.92,35.17,3876.31,24,17,4
591,13777,13416,8142,607,8472.83,22.06,3876.31,24,13,7
523,3287,3177,1719,541,8476.42,19.32,3876.31,14,2,10
584,526797,519271,307649,592,8606.75,38.64,3876.31,5,17,3
517,1378099,1266806,712477,562,8212.27,31.4,3876.31,4,7,4
512,1798757,1721222,920964,535,8362.75,34.76,3876.31,10,3,6
454,2477774,2112090,1124909,533,8586.08,40.87,3876.31,13,15,3
438,570195,510209,249745,489,8716.08,38.06,3876.31,23,1,7
545,1024313,980951,558251,569,8265.17,24.94,3876.31,7,6,10
393,11160,10860,4386,404,8991.33,15.92,3594.84,13,12,3
318,178371,172290,56722,329,8348,16.46,3594.84,29,3,10
313,337401,327617,105607,322,8348,14.5,3594.84,18,11,2
312,167642,159265,52304,328,8348,18.93,3594.84,18,8,1
327,475200,462022,155390,336,8348,16.1,3594.84,20,17,6
293,461251,429071,135147,315,8348,15.12,3594.84,14,12,2
307,88753,85528,27247,319,8348,16.5,3594.84,14,3,3
334,583810,559632,194993,348,8348,20.77,3594.84,21,4,8
317,646294,623655,204875,329,8348,17.85,3594.84,30,12,9
289,2433357,2264875,703240,310,8348,20.53,3594.84,15,11,5
385,2862190,2745389,1101943,401,8348,28.6,3594.84,27,14,1
374,3208539,3004708,1199994,399,8348,31.5,3594.84,1,8,8
368,2957185,2594249,1088244,419,8348,29,3594.84,20,7,4
343,592075,544619,203082,373,8348,24.49,3594.84,12,9,10
336,2074763,1894382,697120,368,8348,25.62,3594.84,17,11,9
352,399960,381704,140786,369,8348,23,3594.84,0,15,10
310,732036,676403,226931,335,8348,22.59,3594.84,23,17,10
252,960334,845683,242004,286,8348,21.44,3594.84,7,10,1
255,3287370,2752362,838279,305,8348,28.66,3594.84,9,2,8
529,396137,332274,209556,631,9092.08,45.04,4477.15,5,3,1
450,740782,582648,333352,572,9037.5,38.83,4477.15,11,8,6
639,287580,242173,183764,759,9162.5,45.82,4477.15,24,0,7
582,743415,714688,432668,605,9145.83,49.42,4477.15,12,1,7
637,1078085,1012625,686740,678,9241.83,57.2,4477.15,30,12,1
609,308975,271765,188166,692,9151.33,51.97,4477.15,6,5,5
564,961815,836147,542464,649,9209.27,41.48,4477.15,20,12,5
756,117087,116397,88518,760,9106.33,52.63,4477.15,15,9,2
744,116401,115771,86602,748,9192.92,56.56,4477.15,23,2,4
635,340411,310989,216161,695,9150.83,51.14,4477.15,1,17,7
484,431637,421914,208912,495,8862.7,39.33,4477.15,15,4,5
392,499622,471834,195852,415,8780.83,36.45,4477.15,3,7,1
535,663933,644898,355204,551,8832.67,45.33,4477.15,19,16,5
335,727898,690157,243846,353,8366.43,27.53,4477.15,26,11,10
350,23084,22603,8079,357,9137.83,29.89,4477.15,24,2,7
400,20581,20398,8232,404,9137.83,23.95,4477.15,18,0,4
394,22196,21017,8745,416,8482.56,32.8,4477.15,2,1,4
414,95975,92762,39734,428,8953.57,27.01,4477.15,18,9,3
701,36981,35943,25924,721,9241.71,42.59,4477.15,11,5,1
620,14665,14185,9092,641,9329.08,39.14,4477.15,23,7,8
674,409674,406577,276120,679,9440.42,48.63,4477.15,11,16,6
579,380769,366484,220465,602,9165,44.3,4477.15,17,13,10
636,345412,332338,219682,661,9400.09,48.29,4477.15,20,8,7
594,2758,2620,1638,625,8928.75,46.77,4477.15,28,0,7
540,325309,277580,175667,633,8843,43.07,4477.15,13,17,0
458,60980,56866,27929,491,8843,29.6,4477.15,14,7,6
339,7605,7405,2578,348,9196.8,31.82,3610.58,3,14,1
302,2064,2009,623,310,9196.8,13.08,3610.58,23,14,4
291,13518,11215,3934,351,9196.8,32.77,3610.58,24,12,3
310,2876,2835,892,315,9196.8,20.86,3610.58,19,5,7
477,128,127,61,480,9196.8,7.81,3610.58,0,3,3
328,5735,5326,1881,353,9196.8,12.03,3610.58,4,6,1
379,18986,18696,7196,385,9196.8,23.54,3610.58,2,8,5
344,395597,355361,136085,383,9196.8,27.2,3610.58,9,16,4
365,179786,166315,65622,395,9196.8,34.03,3610.58,15,5,7
390,273628,244483,106715,436,9196.8,31.65,3610.58,22,14,4
409,41313,40351,16897,419,9196.8,33.82,3610.58,12,9,4
350,131155,129124,45904,356,9196.8,23.27,3610.58,26,17,5
346,34888,34556,12071,349,9196.8,22.44,3610.58,13,0,7
362,79461,75675,28765,380,9196.8,19.57,3610.58,1,7,3
532,294988,265700,157021,591,9872.5,24.48,4181.72,20,6,8
537,220409,207706,118330,570,9872.5,23.84,4181.72,28,9,0
556,32821,29961,18245,609,9872.5,21.75,4181.72,20,12,1
517,12763,11808,6597,559,9872.5,22.35,4181.72,6,2,1
555,154185,150044,85539,570,9872.5,26.19,4181.72,6,7,4
412,100355,95109,41304,434,9872.5,15.1,4181.72,28,4,8
393,245940,204619,96662,472,9872.5,18.25,4181.72,19,7,0
502,1356666,1161504,681336,587,9678.8,39.15,4181.72,2,13,8
482,1108299,899218,534043,594,9785,37.28,4181.72,2,0,10
658,9845,9587,6475,675,9856.33,25.66,4181.72,22,8,9
492,2662,2406,1311,545,9872.5,20.13,4181.72,25,7,2
614,523880,492557,321410,653,9872.5,35.05,4181.72,5,4,3
398,1663820,1104463,662698,600,10051.5,32.16,4181.72,23,8,8
443,1764122,1283467,781954,609,9591.67,36.92,4181.72,28,13,3
351,2530305,1576862,889258,564,9929.33,40.18,4181.72,13,5,8
527,608257,587008,320413,546,10508.33,41.08,4181.72,29,3,7
481,959123,819817,461414,563,10218.83,26.67,4181.72,25,14,7
401,10042,9870,4024,408,9341.67,14.68,3842.07,12,13,4
366,157631,149318,57764,387,9866.67,16.71,3842.07,17,13,8
349,353836,332665,123543,371,10150,15.29,3842.07,0,12,2
291,80657,65285,23498,360,10204,18.44,3842.07,19,6,5
273,100028,76958,27273,354,9611.4,15.55,3842.07,12,13,8
325,437401,385970,142162,368,9193,17.55,3842.07,19,15,4
283,452668,355126,128155,361,9738.5,15.83,3842.07,30,3,4
335,84813,77992,28451,365,9611.4,16.89,3842.07,13,10,9
344,613693,520840,211342,406,9611.4,20.6,3842.07,8,5,7
321,620548,586570,199167,340,9611.4,17.77,3842.07,20,14,5
322,2456752,2326969,790182,340,9611.4,21.32,3842.07,9,15,8
374,2748168,2576143,1028644,399,8000,29.79,3842.07,16,15,7
351,3265463,3049695,1144761,375,9611.4,30.59,3842.07,22,9,5
357,2839402,2734639,1014420,371,9611.4,32.97,3842.07,13,2,9
341,1219579,1110136,415876,375,9611.4,28.73,3842.07,29,10,2
304,2019361,1674225,613635,367,9611.4,27.69,3842.07,30,9,7
334,357447,317860,119303,375,9611.4,24.45,3842.07,7,11,0
310,648982,571698,201363,352,9611.4,22.8,3842.07,0,13,2
276,926557,683992,255790,374,9611.4,20.78,3842.07,0,8,5
363,3242994,2874940,1176563,409,9611.4,27.71,3842.07,20,5,1
